aliases,candidate_collisions,caveats,derived_from,id,legal_authority_notes,name,official_url,operating_layers,record_origin,record_type,source_context,source_refs,status,unit_kind
"[""DME""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1089"",""source_row_key"":""1089""}",dc.office.of.the.deputy.mayor.for.education,"[""§ 38-191""]",Office of the Deputy Mayor for Education,https://dme.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1089,""AGENCY_NAME"":""Office of the Deputy Mayor for Education"",""SHORT_NAME"":""Office of the Deputy Mayor for Education"",""ACRONYM"":""DME"",""BUDGETCODE"":""GW0"",""LEGISLATION"":""§ 38-191"",""MAYORAL_CLUSTER"":""Education"",""BRANCH"":""Executive"",""ADDRESS"":""1350 Pennsylvania Avenue NW, Suite 307"",""TYPE"":""Agency"",""WEB_URL"":""https://dme.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Public Education System"",""OBJECTID"":32,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""DMHHS""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1091"",""source_row_key"":""1091""}",dc.office.of.the.deputy.mayor.for.health.and.human.services,"[""§ 1-204.22""]",Office of the Deputy Mayor for Health and Human Services,https://dmhhs.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1091,""AGENCY_NAME"":""Office of the Deputy Mayor for Health and Human Services"",""SHORT_NAME"":""Office of the Deputy Mayor for Health and Human Services"",""ACRONYM"":""DMHHS"",""BUDGETCODE"":""HG0"",""LEGISLATION"":""§ 1-204.22"",""MAYORAL_CLUSTER"":""Health and Human Services"",""BRANCH"":""Executive"",""ADDRESS"":""1350 Pennsylvania Avenue NW, Suite 223"",""TYPE"":""Agency"",""WEB_URL"":""https://dmhhs.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Human Support Services"",""OBJECTID"":34,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""DMOI""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1154"",""source_row_key"":""1154""}",dc.office.of.the.deputy.mayor.for.operations.and.infrastructure,[],Office of the Deputy Mayor for Operations and Infrastructure,https://dmoi.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1154,""AGENCY_NAME"":""Office of the Deputy Mayor for Operations and Infrastructure"",""SHORT_NAME"":""Office of the Deputy Mayor for Operations and Infrastructure"",""ACRONYM"":""DMOI"",""BUDGETCODE"":""KO0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":""Operations and Infrastructure"",""BRANCH"":""Executive"",""ADDRESS"":""1350 Pennsylvania Avenue NW, Suite C-06"",""TYPE"":""Agency"",""WEB_URL"":""https://dmoi.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Operations and Infrastructure"",""OBJECTID"":133,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""DMPED""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1092"",""source_row_key"":""1092""}",dc.office.of.the.deputy.mayor.for.planning.and.economic.development,"[""§ 1-204.22""]",Office of the Deputy Mayor for Planning and Economic Development,https://dmped.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1092,""AGENCY_NAME"":""Office of the Deputy Mayor for Planning and Economic Development"",""SHORT_NAME"":""Office of the Deputy Mayor for Planning and Economic Development"",""ACRONYM"":""DMPED"",""BUDGETCODE"":""EB0"",""LEGISLATION"":""§ 1-204.22"",""MAYORAL_CLUSTER"":""Economic Development and Regulation"",""BRANCH"":""Executive"",""ADDRESS"":""1350 Pennsylvania Avenue NW, Suite 317"",""TYPE"":""Agency"",""WEB_URL"":""https://dmped.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Economic Development and Regulation"",""OBJECTID"":35,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""DMPSJ""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1174"",""source_row_key"":""1174""}",dc.office.of.the.deputy.mayor.for.public.safety.and.justice,"[""§ 1-301.191""]",Office of the Deputy Mayor for Public Safety and Justice,https://dmpsj.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1174,""AGENCY_NAME"":""Office of the Deputy Mayor for Public Safety and Justice"",""SHORT_NAME"":""Office of the Deputy Mayor for Public Safety and Justice"",""ACRONYM"":""DMPSJ"",""BUDGETCODE"":""FQ0"",""LEGISLATION"":""§ 1-301.191"",""MAYORAL_CLUSTER"":""Public Safety and Justice"",""BRANCH"":""Executive"",""ADDRESS"":""1350 Pennsylvania Avenue NW, Suite 533"",""TYPE"":""Agency"",""WEB_URL"":""https://dmpsj.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Public Safety and Justice"",""OBJECTID"":153,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""OIG""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1093"",""source_row_key"":""1093""}",dc.office.of.the.inspector.general,"[""§ 1-301.115a""]",Office of the Inspector General,https://oig.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1093,""AGENCY_NAME"":""Office of the Inspector General"",""SHORT_NAME"":""Office of the Inspector General"",""ACRONYM"":""OIG"",""BUDGETCODE"":""AD0"",""LEGISLATION"":""§ 1-301.115a"",""MAYORAL_CLUSTER"":""Governmental Direction and Support"",""BRANCH"":""Executive"",""ADDRESS"":""717 14th Street, NW, 5th Floor"",""TYPE"":""Agency"",""WEB_URL"":""https://oig.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":67,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
[],,,"{""candidate_id"":""candidate.dcgis.agencies.1176"",""source_row_key"":""1176""}",dc.office.of.the.ombudsperson.for.children,[],Office of the Ombudsperson for Children,https://cfsa.dc.gov/publication/program-office-ombudsman,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1176,""AGENCY_NAME"":""Office of the Ombudsperson for Children"",""SHORT_NAME"":""Office of the Ombudsperson for Children"",""ACRONYM"":null,""BUDGETCODE"":""RO0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":""Human Support Services"",""BRANCH"":""Executive"",""ADDRESS"":null,""TYPE"":""Agency"",""WEB_URL"":""https://cfsa.dc.gov/publication/program-office-ombudsman"",""SOURCE"":null,""OBP_BFA_APPROPRIATION_TITLE"":""Human Support Services"",""OBJECTID"":155,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""OPC""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1094"",""source_row_key"":""1094""}",dc.office.of.the.people.s.counsel.for.the.district.of.columbia,"[""§ 34-804""]",Office of the People’s Counsel for the District of Columbia,https://www.opc-dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1094,""AGENCY_NAME"":""Office of the People’s Counsel for the District of Columbia"",""SHORT_NAME"":""Office of the People's Counsel"",""ACRONYM"":""OPC"",""BUDGETCODE"":""DJ0"",""LEGISLATION"":""§ 34-804"",""MAYORAL_CLUSTER"":""Government Operations"",""BRANCH"":""Judicial"",""ADDRESS"":""1133 15th Street NW, Suite 500"",""TYPE"":""Agency"",""WEB_URL"":""https://www.opc-dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Operations and Infrastructure"",""OBJECTID"":72,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""OS""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1095"",""source_row_key"":""1095""}",dc.office.of.the.secretary,"[""1-204.22""]",Office of the Secretary,https://os.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1095,""AGENCY_NAME"":""Office of the Secretary"",""SHORT_NAME"":""Office of the Secretary"",""ACRONYM"":""OS"",""BUDGETCODE"":""BA0"",""LEGISLATION"":""1-204.22"",""MAYORAL_CLUSTER"":""Governmental Direction and Support"",""BRANCH"":""Executive"",""ADDRESS"":""899 North Capitol Street NE, Suite 8100"",""TYPE"":""Agency"",""WEB_URL"":""https://os.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":78,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""OSA""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1096"",""source_row_key"":""1096""}",dc.office.of.the.senior.advisor,[],Office of the Senior Advisor,https://osa.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1096,""AGENCY_NAME"":""Office of the Senior Advisor"",""SHORT_NAME"":""Office of the Senior Advisor"",""ACRONYM"":""OSA"",""BUDGETCODE"":""AI0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":""Governmental Direction and Support"",""BRANCH"":""Executive"",""ADDRESS"":""1350 Pennsylvania Avenue NW, Suite 324"",""TYPE"":""Agency"",""WEB_URL"":""https://osa.dc.gov/"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":79,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""OSSE""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1097"",""source_row_key"":""1097""}",dc.office.of.the.state.superintendent.of.education,"[""§ 38-2601""]",Office of the State Superintendent of Education,https://osse.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1097,""AGENCY_NAME"":""Office of the State Superintendent of Education"",""SHORT_NAME"":""Office of the State Superintendent of Education"",""ACRONYM"":""OSSE"",""BUDGETCODE"":""GD0"",""LEGISLATION"":""§ 38-2601"",""MAYORAL_CLUSTER"":""Education"",""BRANCH"":""Executive"",""ADDRESS"":""1050 First Street NE"",""TYPE"":""Agency"",""WEB_URL"":""https://osse.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Public Education System"",""OBJECTID"":80,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""OSSE-DOT""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1157"",""source_row_key"":""1157""}",dc.office.of.the.state.superintendent.of.education.division.of.student.transportation,[],Office of the State Superintendent of Education - Division of Student Transportation,https://osse.dc.gov/service/student-transportation,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1157,""AGENCY_NAME"":""Office of the State Superintendent of Education - Division of Student Transportation"",""SHORT_NAME"":""Office of the State Superintendent of Education - Division of Student Transportation"",""ACRONYM"":""OSSE-DOT"",""BUDGETCODE"":""GO0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":""Education"",""BRANCH"":""Executive"",""ADDRESS"":""1050 First Street NE"",""TYPE"":""Agency"",""WEB_URL"":""https://osse.dc.gov/service/student-transportation"",""SOURCE"":null,""OBP_BFA_APPROPRIATION_TITLE"":null,""OBJECTID"":136,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""OTA""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1098"",""source_row_key"":""1098""}",dc.office.of.the.tenant.advocate,"[""§ 42-3531.05""]",Office of the Tenant Advocate,https://ota.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1098,""AGENCY_NAME"":""Office of the Tenant Advocate"",""SHORT_NAME"":""Office of the Tenant Advocate"",""ACRONYM"":""OTA"",""BUDGETCODE"":""CQ0"",""LEGISLATION"":""§ 42-3531.05"",""MAYORAL_CLUSTER"":""Planning and Economic Development"",""BRANCH"":""Executive"",""ADDRESS"":""899 North Capitol Street NE, Suite 6200"",""TYPE"":""Agency"",""WEB_URL"":""https://ota.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Economic Development and Regulation"",""OBJECTID"":81,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""OUC""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1099"",""source_row_key"":""1099""}",dc.office.of.unified.communications,"[""§ 1-327.52""]",Office of Unified Communications,https://ouc.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1099,""AGENCY_NAME"":""Office of Unified Communications"",""SHORT_NAME"":""Office of Unified Communications"",""ACRONYM"":""OUC"",""BUDGETCODE"":""UC0"",""LEGISLATION"":""§ 1-327.52"",""MAYORAL_CLUSTER"":""Public Safety and Justice"",""BRANCH"":""Executive"",""ADDRESS"":""2720 Martin Luther King Jr Avenue SE"",""TYPE"":""Agency"",""WEB_URL"":""https://ouc.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Public Safety and Justice"",""OBJECTID"":82,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""OVSJG""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1100"",""source_row_key"":""1100""}",dc.office.of.victim.services.and.justice.grants,"[""Mayor’s Order 2016-171 (November 3, 2016)""]",Office of Victim Services and Justice Grants,https://ovsjg.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1100,""AGENCY_NAME"":""Office of Victim Services and Justice Grants"",""SHORT_NAME"":""Office of Victim Services and Justice Grants"",""ACRONYM"":""OVSJG"",""BUDGETCODE"":""FO0"",""LEGISLATION"":""Mayor’s Order 2016-171 (November 3, 2016)"",""MAYORAL_CLUSTER"":""Public Safety and Justice"",""BRANCH"":""Executive"",""ADDRESS"":""441 4th Street NW, Suite 727 North"",""TYPE"":""Agency"",""WEB_URL"":""https://ovsjg.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Public Safety and Justice"",""OBJECTID"":84,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
[],,,"{""candidate_id"":""candidate.dcgis.agencies.1125"",""source_row_key"":""1125""}",dc.pay.as.you.go.capital.fund,[],Pay-As-You-Go Capital Fund,https://cfo.dc.gov/publication/2021-pa0-pay-you-go-capital-fund,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1125,""AGENCY_NAME"":""Pay-As-You-Go Capital Fund"",""SHORT_NAME"":""Pay-As-You-Go Capital Fund"",""ACRONYM"":null,""BUDGETCODE"":""PA0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":""Financing and Other"",""BRANCH"":""Other"",""ADDRESS"":null,""TYPE"":""Budgetary"",""WEB_URL"":""https://cfo.dc.gov/publication/2021-pa0-pay-you-go-capital-fund"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Financing and Other"",""OBJECTID"":107,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
[],,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.112"",""source_row_key"":""112""}",dc.police.complaints.board,"[""D.C. Code § 5-1104""]",Police Complaints Board,https://policecomplaints.dc.gov/page/opc-police-complaints-board,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":112,""NAME"":""Police Complaints Board"",""SHORT_NAME"":""Police Complaints Board"",""ACRONYM"":null,""GOVERNING_AGENCY"":null,""ADDRESS"":""1400 I Street NW, Suite 700"",""TYPE"":""Board"",""WEB_URL"":""https://policecomplaints.dc.gov/page/opc-police-complaints-board"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 5-1104"",""OBJECTID"":112,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,board
"[""POST""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.113"",""source_row_key"":""113""}",dc.police.officers.standards.and.training.board.post,"[""D.C. Code § 5-107.03""]",Police Officers Standards and Training Board (POST),https://mpdc.dc.gov/page/dc-post-board-police-officers-standards-and-training-board,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":113,""NAME"":""Police Officers Standards and Training Board (POST)"",""SHORT_NAME"":""Police Officers Standards and Training Board (POST)"",""ACRONYM"":""POST"",""GOVERNING_AGENCY"":""Metropolitan Police Department"",""ADDRESS"":""300 Indiana Avenue NW, Room 5059"",""TYPE"":""Board"",""WEB_URL"":""https://mpdc.dc.gov/page/dc-post-board-police-officers-standards-and-training-board"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 5-107.03"",""OBJECTID"":113,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,board
"[""PARB""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.114"",""source_row_key"":""114""}",dc.procurement.accountability.review.board.parb,"[""Mayor's Order 2015-165""]",Procurement Accountability Review Board (PARB),https://ocp.dc.gov/publication/procurement-accountability-review-board-after-action-report,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":114,""NAME"":""Procurement Accountability Review Board (PARB)"",""SHORT_NAME"":""Procurement Accountability Review Board (PARB)"",""ACRONYM"":""PARB"",""GOVERNING_AGENCY"":""Office of Contracting and Procurement"",""ADDRESS"":""441 4th Street NW, Suite 330 South"",""TYPE"":""Board"",""WEB_URL"":""https://ocp.dc.gov/publication/procurement-accountability-review-board-after-action-report"",""AUTHORIZING_ORDER_LAW"":""Mayor's Order 2015-165"",""OBJECTID"":114,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,board
[],,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.134"",""source_row_key"":""134""}",dc.public.defender.service.board.of.trustees,"[""D.C. Code §§2-1601 to 1608""]",Public Defender Service Board of Trustees,,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":134,""NAME"":""Public Defender Service Board of Trustees"",""SHORT_NAME"":""Public Defender Service Board of Trustees"",""ACRONYM"":null,""GOVERNING_AGENCY"":null,""ADDRESS"":null,""TYPE"":""Board"",""WEB_URL"":null,""AUTHORIZING_ORDER_LAW"":""D.C. Code §§2-1601 to 1608"",""OBJECTID"":134,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,board
"[""PERB""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1101"",""source_row_key"":""1101""}",dc.public.employee.relations.board,[],Public Employee Relations Board,https://perb.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1101,""AGENCY_NAME"":""Public Employee Relations Board"",""SHORT_NAME"":""Public Employee Relations Board"",""ACRONYM"":""PERB"",""BUDGETCODE"":""CG0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":""Government Operations"",""BRANCH"":""Other"",""ADDRESS"":""899 North Capitol Street NE, Suite 8600"",""TYPE"":""Agency"",""WEB_URL"":""https://perb.dc.gov/"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":86,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""PSC""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1143"",""source_row_key"":""1143""}",dc.public.service.commission,"[""§ 1-204.93""]",Public Service Commission,https://www.dcpsc.org/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1143,""AGENCY_NAME"":""Public Service Commission"",""SHORT_NAME"":""Public Service Commission"",""ACRONYM"":""PSC"",""BUDGETCODE"":""DH0"",""LEGISLATION"":""§ 1-204.93"",""MAYORAL_CLUSTER"":""Government Operations"",""BRANCH"":""Other"",""ADDRESS"":""1325 G Street NW, Suite 800"",""TYPE"":""Agency"",""WEB_URL"":""https://www.dcpsc.org/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Operations and Infrastructure"",""OBJECTID"":123,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
[],,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.117"",""source_row_key"":""117""}",dc.real.estate.commission,"[""D.C. Code § 47-2853.06""]",Real Estate Commission,https://www.dcopla.com/realestate/,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":117,""NAME"":""Real Estate Commission"",""SHORT_NAME"":""Real Estate Commission"",""ACRONYM"":null,""GOVERNING_AGENCY"":""Department of Buildings"",""ADDRESS"":null,""TYPE"":""Commission"",""WEB_URL"":""https://www.dcopla.com/realestate/"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 47-2853.06"",""OBJECTID"":117,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,commission
"[""RPTAC""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1144"",""source_row_key"":""1144""}",dc.real.property.tax.appeals.commission,"[""§ 47-825.01a""]",Real Property Tax Appeals Commission,https://rptac.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1144,""AGENCY_NAME"":""Real Property Tax Appeals Commission"",""SHORT_NAME"":""Real Property Tax Appeals Commission"",""ACRONYM"":""RPTAC"",""BUDGETCODE"":""DA0"",""LEGISLATION"":""§ 47-825.01a"",""MAYORAL_CLUSTER"":""Planning and Economic Development"",""BRANCH"":""Other"",""ADDRESS"":""441 4th Street NW, Suite 360 North"",""TYPE"":""Agency"",""WEB_URL"":""https://rptac.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Economic Development and Regulation"",""OBJECTID"":124,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
[],,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.119"",""source_row_key"":""119""}",dc.rental.housing.commission,"[""D.C. Code § 42-3502.02""]",Rental Housing Commission,https://dhcd.dc.gov/service/rental-housing-commission,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":119,""NAME"":""Rental Housing Commission"",""SHORT_NAME"":""Rental Housing Commission"",""ACRONYM"":null,""GOVERNING_AGENCY"":""Department of Housing and Community Development"",""ADDRESS"":""441 4th Street NW, Suite 1140B N"",""TYPE"":""Commission"",""WEB_URL"":""https://dhcd.dc.gov/service/rental-housing-commission"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 42-3502.02"",""OBJECTID"":119,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,commission
[],,,"{""candidate_id"":""candidate.dcgis.agencies.1126"",""source_row_key"":""1126""}",dc.repayment.of.interest.on.short.term.borrowings,[],Repayment of Interest on Short-Term Borrowings,https://cfo.dc.gov/sites/default/files/dc/sites/ocfo/publication/attachments/debt_service_chapter_2019j.pdf,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1126,""AGENCY_NAME"":""Repayment of Interest on Short-Term Borrowings"",""SHORT_NAME"":""Repayment of Interest on Short-Term Borrowings"",""ACRONYM"":null,""BUDGETCODE"":""ZA0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":null,""BRANCH"":""Other"",""ADDRESS"":null,""TYPE"":""Budgetary"",""WEB_URL"":""https://cfo.dc.gov/sites/default/files/dc/sites/ocfo/publication/attachments/debt_service_chapter_2019j.pdf"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Financing and Other"",""OBJECTID"":108,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
[],,,"{""candidate_id"":""candidate.dcgis.agencies.1127"",""source_row_key"":""1127""}",dc.repayment.of.loans.and.interest,[],Repayment of Loans and Interest,https://cfo.dc.gov/sites/default/files/dc/sites/ocfo/publication/attachments/debt_service_chapter_2022s.pdf,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1127,""AGENCY_NAME"":""Repayment of Loans and Interest"",""SHORT_NAME"":""Repayment of Loans and Interest"",""ACRONYM"":null,""BUDGETCODE"":""DS0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":null,""BRANCH"":""Other"",""ADDRESS"":null,""TYPE"":""Budgetary"",""WEB_URL"":""https://cfo.dc.gov/sites/default/files/dc/sites/ocfo/publication/attachments/debt_service_chapter_2022s.pdf"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Financing and Other"",""OBJECTID"":109,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
[],,,"{""candidate_id"":""candidate.dcgis.agencies.1128"",""source_row_key"":""1128""}",dc.repayment.of.revenue.bonds,[],Repayment of Revenue Bonds,https://cfo.dc.gov/publication/2023-debt-service,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1128,""AGENCY_NAME"":""Repayment of Revenue Bonds"",""SHORT_NAME"":""Repayment of Revenue Bonds"",""ACRONYM"":null,""BUDGETCODE"":""DT0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":null,""BRANCH"":""Other"",""ADDRESS"":null,""TYPE"":""Budgetary"",""WEB_URL"":""https://cfo.dc.gov/publication/2023-debt-service"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Financing and Other"",""OBJECTID"":110,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
[],,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.120"",""source_row_key"":""120""}",dc.saint.elizabeths.east.redevelopment.initiative.advisory.board,"[""Mayor's Order 2016-134""]",Saint Elizabeths East Redevelopment Initiative Advisory Board,https://stelizabethseast.com/our-project/leadership/,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":120,""NAME"":""Saint Elizabeths East Redevelopment Initiative Advisory Board"",""SHORT_NAME"":""Saint Elizabeths East Redevelopment Initiative Advisory Board"",""ACRONYM"":null,""GOVERNING_AGENCY"":""Deputy Mayor for Planning and Economic Development (DMPED)"",""ADDRESS"":null,""TYPE"":""Board"",""WEB_URL"":""https://stelizabethseast.com/our-project/leadership/"",""AUTHORIZING_ORDER_LAW"":""Mayor's Order 2016-134"",""OBJECTID"":120,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,board
[],,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.121"",""source_row_key"":""121""}",dc.science.advisory.board,"[""D.C. Law 19-18, D.C. Official Code § 5-1501.11/Mayor's Order 2013-225""]",Science Advisory Board,,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":121,""NAME"":""Science Advisory Board"",""SHORT_NAME"":""Science Advisory Board"",""ACRONYM"":null,""GOVERNING_AGENCY"":""Department of Forensic Sciences"",""ADDRESS"":null,""TYPE"":""Board"",""WEB_URL"":null,""AUTHORIZING_ORDER_LAW"":""D.C. Law 19-18, D.C. Official Code § 5-1501.11/Mayor's Order 2013-225"",""OBJECTID"":121,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,board
